Region,RowLabel,ColLabel,Value
"NAmerica","RoW","ProcFood-a",1.2125377E+5
"NAmerica","RoW","TextWapp-a",1.5422068E+5
"NAmerica","RoW","LightMnfc-a",8.3011910E+5
"NAmerica","RoW","HeavyMnfc-a",1.5862530E+6
"NAmerica","RoW","Util_Cons-a",1.4073328E+4
"NAmerica","RoW","TransComm-a",2.0702501E+5
"NAmerica","RoW","OthServices-a",3.0008651E+5
"LatinAmer","GrainsCrops-c","Agriculture-a",3.8799697E+4
"LatinAmer","GrainsCrops-c","Extraction-a",5.3158451E+2
"LatinAmer","GrainsCrops-c","ProcFood-a",9.5887603E+4
"LatinAmer","GrainsCrops-c","TextWapp-a",2.7326958E+3
"LatinAmer","GrainsCrops-c","LightMnfc-a",4.4311262E+2
"LatinAmer","GrainsCrops-c","HeavyMnfc-a",5.4026354E+3
"LatinAmer","GrainsCrops-c","Util_Cons-a",3.0811214E+2
"LatinAmer","GrainsCrops-c","TransComm-a",5.6236210E+3
"LatinAmer","GrainsCrops-c","OthServices-a",2.6651757E+3
"LatinAmer","GrainsCrops-c","hhd",7.1581140E+4
"LatinAmer","GrainsCrops-c","gov",1.6214954E+2
"LatinAmer","GrainsCrops-c","inv",5.7045489E+3
"LatinAmer","MeatLstk-c","Agriculture-a",9.6553528E+4
"LatinAmer","MeatLstk-c","Extraction-a",2.4060632E+2
"LatinAmer","MeatLstk-c","ProcFood-a",3.0707246E+4
"LatinAmer","MeatLstk-c","TextWapp-a",9.1213763E+2
"LatinAmer","MeatLstk-c","LightMnfc-a",4.5426331E+3
"LatinAmer","MeatLstk-c","HeavyMnfc-a",1.6422775E+3
"LatinAmer","MeatLstk-c","Util_Cons-a",1.6654131E+2
"LatinAmer","MeatLstk-c","TransComm-a",1.1961281E+4
"LatinAmer","MeatLstk-c","OthServices-a",5.5940773E+3
"LatinAmer","MeatLstk-c","hhd",1.2596698E+5
"LatinAmer","MeatLstk-c","gov",2.1742410E+2
"LatinAmer","MeatLstk-c","inv",1.3102125E+4
"LatinAmer","Extraction-c","Agriculture-a",3.2802082E+3
"LatinAmer","Extraction-c","Extraction-a",1.9095750E+4
"LatinAmer","Extraction-c","ProcFood-a",7.5673969E+3
"LatinAmer","Extraction-c","TextWapp-a",1.6066865E+2
"LatinAmer","Extraction-c","LightMnfc-a",1.3407001E+4
"LatinAmer","Extraction-c","HeavyMnfc-a",2.0517686E+5
"LatinAmer","Extraction-c","Util_Cons-a",3.2281283E+4
"LatinAmer","Extraction-c","TransComm-a",3.8915158E+3
"LatinAmer","Extraction-c","OthServices-a",8.0506984E+2
"LatinAmer","Extraction-c","hhd",1.2854770E+4
"LatinAmer","Extraction-c","inv",3.2025828E+3
"LatinAmer","ProcFood-c","Agriculture-a",2.9631568E+4
"LatinAmer","ProcFood-c","Extraction-a",2.4870923E+3
"LatinAmer","ProcFood-c","ProcFood-a",8.6487688E+4
"LatinAmer","ProcFood-c","TextWapp-a",1.9520855E+2
"LatinAmer","ProcFood-c","LightMnfc-a",6.7578136E+2
"LatinAmer","ProcFood-c","HeavyMnfc-a",4.1384461E+3
"LatinAmer","ProcFood-c","Util_Cons-a",5.7239063E+2
"LatinAmer","ProcFood-c","TransComm-a",4.8747612E+4
"LatinAmer","ProcFood-c","OthServices-a",1.4279892E+4
"LatinAmer","ProcFood-c","hhd",2.9447493E+5
"LatinAmer","ProcFood-c","gov",8.3076879E+2
"LatinAmer","ProcFood-c","inv",1.8966665E+3
"LatinAmer","TextWapp-c","Agriculture-a",9.7514121E+2
"LatinAmer","TextWapp-c","Extraction-a",8.1109095E+2
"LatinAmer","TextWapp-c","ProcFood-a",1.4265557E+3
"LatinAmer","TextWapp-c","TextWapp-a",4.9108429E+4
"LatinAmer","TextWapp-c","LightMnfc-a",5.7609991E+3
"LatinAmer","TextWapp-c","HeavyMnfc-a",2.8239667E+3
"LatinAmer","TextWapp-c","Util_Cons-a",9.5038837E+2
"LatinAmer","TextWapp-c","TransComm-a",5.3303256E+3
"LatinAmer","TextWapp-c","OthServices-a",6.5642851E+3
"LatinAmer","TextWapp-c","hhd",9.8671527E+4
"LatinAmer","TextWapp-c","gov",1.4471474E+2
"LatinAmer","TextWapp-c","inv",8.1686420E+2
"LatinAmer","LightMnfc-c","Agriculture-a",8.1815560E+3
"LatinAmer","LightMnfc-c","Extraction-a",1.1874354E+4
"LatinAmer","LightMnfc-c","ProcFood-a",1.5431727E+4
"LatinAmer","LightMnfc-c","TextWapp-a",3.0114140E+3
"LatinAmer","LightMnfc-c","LightMnfc-a",1.2425432E+5
"LatinAmer","LightMnfc-c","HeavyMnfc-a",4.1046483E+4
"LatinAmer","LightMnfc-c","Util_Cons-a",4.3763739E+4
"LatinAmer","LightMnfc-c","TransComm-a",6.1537974E+4
"LatinAmer","LightMnfc-c","OthServices-a",5.4840828E+4
"LatinAmer","LightMnfc-c","hhd",1.7178315E+5
"LatinAmer","LightMnfc-c","gov",2.0461224E+2
"LatinAmer","LightMnfc-c","inv",1.4978649E+5
"LatinAmer","HeavyMnfc-c","Agriculture-a",6.1654485E+4
"LatinAmer","HeavyMnfc-c","Extraction-a",3.3221202E+4
"LatinAmer","HeavyMnfc-c","ProcFood-a",2.8817816E+4
"LatinAmer","HeavyMnfc-c","TextWapp-a",1.0063609E+4
"LatinAmer","HeavyMnfc-c","LightMnfc-a",1.1546120E+5
"LatinAmer","HeavyMnfc-c","HeavyMnfc-a",3.6266606E+5
"LatinAmer","HeavyMnfc-c","Util_Cons-a",1.6652701E+5
"LatinAmer","HeavyMnfc-c","TransComm-a",1.4832131E+5
"LatinAmer","HeavyMnfc-c","OthServices-a",7.0296599E+4
"LatinAmer","HeavyMnfc-c","hhd",2.4378686E+5
"LatinAmer","HeavyMnfc-c","gov",5.4435056E+3
"LatinAmer","HeavyMnfc-c","inv",2.0746965E+5
"LatinAmer","Util_Cons-c","Agriculture-a",7.9136178E+3
"LatinAmer","Util_Cons-c","Extraction-a",1.2129470E+4
"LatinAmer","Util_Cons-c","ProcFood-a",7.9057736E+3
"LatinAmer","Util_Cons-c","TextWapp-a",2.3815531E+3
"LatinAmer","Util_Cons-c","LightMnfc-a",1.2899694E+4
"LatinAmer","Util_Cons-c","HeavyMnfc-a",3.9298985E+4
"LatinAmer","Util_Cons-c","Util_Cons-a",4.5362070E+4
"LatinAmer","Util_Cons-c","TransComm-a",2.9428273E+4
"LatinAmer","Util_Cons-c","OthServices-a",7.4490540E+4
"LatinAmer","Util_Cons-c","hhd",7.8249281E+4
"LatinAmer","Util_Cons-c","gov",1.0157292E+4
"LatinAmer","Util_Cons-c","inv",5.3338555E+5
"LatinAmer","TransComm-c","Agriculture-a",4.6655939E+4
"LatinAmer","TransComm-c","Extraction-a",4.2395820E+4
"LatinAmer","TransComm-c","ProcFood-a",5.9722722E+4
"LatinAmer","TransComm-c","TextWapp-a",1.3845561E+4
"LatinAmer","TransComm-c","LightMnfc-a",5.8740278E+4
"LatinAmer","TransComm-c","HeavyMnfc-a",1.0397049E+5
"LatinAmer","TransComm-c","Util_Cons-a",5.4382557E+4
"LatinAmer","TransComm-c","TransComm-a",2.3565592E+5
"LatinAmer","TransComm-c","OthServices-a",2.0755533E+5
"LatinAmer","TransComm-c","hhd",8.6938183E+5
"LatinAmer","TransComm-c","gov",3.6189645E+3
"LatinAmer","TransComm-c","inv",9.9180634E+4
"LatinAmer","OthServices-c","Agriculture-a",1.8014462E+4
"LatinAmer","OthServices-c","Extraction-a",3.6135463E+4
"LatinAmer","OthServices-c","ProcFood-a",2.8087892E+4
"LatinAmer","OthServices-c","TextWapp-a",8.4892329E+3
"LatinAmer","OthServices-c","LightMnfc-a",2.9736681E+4
"LatinAmer","OthServices-c","HeavyMnfc-a",5.7542398E+4
"LatinAmer","OthServices-c","Util_Cons-a",4.6264296E+4
"LatinAmer","OthServices-c","TransComm-a",1.9491528E+5
"LatinAmer","OthServices-c","OthServices-a",3.2409211E+5
"LatinAmer","OthServices-c","hhd",1.0230804E+6
"LatinAmer","OthServices-c","gov",8.7816131E+5
"LatinAmer","OthServices-c","inv",1.4344232E+4
"LatinAmer","Land","Agriculture-a",5.4337717E+4
"LatinAmer","Capital","Agriculture-a",1.1405536E+5
"LatinAmer","Capital","Extraction-a",1.3252416E+5
"LatinAmer","Capital","ProcFood-a",7.7043295E+4
"LatinAmer","Capital","TextWapp-a",2.0101667E+4
"LatinAmer","Capital","LightMnfc-a",8.9118191E+4
"LatinAmer","Capital","HeavyMnfc-a",1.7604357E+5
"LatinAmer","Capital","Util_Cons-a",2.1144571E+5
"LatinAmer","Capital","TransComm-a",4.2751769E+5
"LatinAmer","Capital","OthServices-a",7.6961899E+5
"LatinAmer","unSkLab","Agriculture-a",7.9709723E+4
"LatinAmer","unSkLab","Extraction-a",1.8686082E+4
"LatinAmer","unSkLab","ProcFood-a",2.8312906E+4
"LatinAmer","unSkLab","TextWapp-a",1.3918952E+4
"LatinAmer","unSkLab","LightMnfc-a",4.0710505E+4
"LatinAmer","unSkLab","HeavyMnfc-a",4.9555748E+4
"LatinAmer","unSkLab","Util_Cons-a",1.4508233E+5
"LatinAmer","unSkLab","TransComm-a",3.1209167E+5
"LatinAmer","unSkLab","OthServices-a",3.3209778E+5
"LatinAmer","SkLab","Agriculture-a",2.1771561E+4
"LatinAmer","SkLab","Extraction-a",1.6268377E+4
"LatinAmer","SkLab","ProcFood-a",3.3283150E+4
"LatinAmer","SkLab","TextWapp-a",1.8013194E+4
"LatinAmer","SkLab","LightMnfc-a",5.5277205E+4
"LatinAmer","SkLab","HeavyMnfc-a",7.2590940E+4
"LatinAmer","SkLab","Util_Cons-a",4.7961837E+4
"LatinAmer","SkLab","TransComm-a",1.6201056E+5
"LatinAmer","SkLab","OthServices-a",5.5030318E+5
"LatinAmer","NatRes","Extraction-a",7.4298825E+4
"LatinAmer","itax","Agriculture-a",6.5417258E+3
"LatinAmer","itax","Extraction-a",8.2432360E+3
"LatinAmer","itax","ProcFood-a",1.2784285E+4
"LatinAmer","itax","TextWapp-a",3.2378246E+3
"LatinAmer","itax","LightMnfc-a",1.8738238E+4
"LatinAmer","itax","HeavyMnfc-a",3.5209978E+4
"LatinAmer","itax","Util_Cons-a",2.0989847E+4
"LatinAmer","itax","TransComm-a",4.9270882E+4
"LatinAmer","itax","OthServices-a",4.8595229E+4
"LatinAmer","itax","hhd",2.3899087E+5
"LatinAmer","itax","gov",3.6200890E+3
"LatinAmer","itax","inv",4.7715999E+4
"LatinAmer","mtax","Agriculture-a",1.5050856E+3
"LatinAmer","mtax","Extraction-a",2.3930832E+2
"LatinAmer","mtax","ProcFood-a",2.8191842E+3
"LatinAmer","mtax","TextWapp-a",3.9527764E+3
"LatinAmer","mtax","LightMnfc-a",1.2464433E+4
"LatinAmer","mtax","HeavyMnfc-a",2.1219033E+4
"LatinAmer","mtax","Util_Cons-a",0.000890480
"LatinAmer","vtax","Agriculture-a",1.2746605E+4
"LatinAmer","vtax","Extraction-a",9.5335384E+3
"LatinAmer","vtax","ProcFood-a",8.9554558E+3
"LatinAmer","vtax","TextWapp-a",5.1251625E+3
"LatinAmer","vtax","LightMnfc-a",1.5629844E+4
"LatinAmer","vtax","HeavyMnfc-a",2.2615235E+4
"LatinAmer","vtax","Util_Cons-a",2.9842724E+4
"LatinAmer","vtax","TransComm-a",7.9778197E+4
"LatinAmer","vtax","OthServices-a",1.4702798E+5
"LatinAmer","RoW","Agriculture-a",2.9040594E+4
"LatinAmer","RoW","Extraction-a",5.9234523E+4
"LatinAmer","RoW","ProcFood-a",4.1974606E+4
"LatinAmer","RoW","TextWapp-a",3.4597709E+4
"LatinAmer","RoW","LightMnfc-a",1.5024705E+5
"LatinAmer","RoW","HeavyMnfc-a",4.2892971E+5
"LatinAmer","RoW","Util_Cons-a",6.2062452E+3
"LatinAmer","RoW","TransComm-a",7.3614564E+4
"LatinAmer","RoW","OthServices-a",8.8487943E+4
"EU_28","GrainsCrops-c","Agriculture-a",2.7708035E+4
"EU_28","GrainsCrops-c","Extraction-a",6.1812001E+2
"EU_28","GrainsCrops-c","ProcFood-a",1.0180844E+5
"EU_28","GrainsCrops-c","TextWapp-a",1.3909694E+3
"EU_28","GrainsCrops-c","LightMnfc-a",6.1373115E+2
"EU_28","GrainsCrops-c","HeavyMnfc-a",3.6057320E+3
"EU_28","GrainsCrops-c","Util_Cons-a",4.5439074E+2
"EU_28","GrainsCrops-c","TransComm-a",1.2158757E+4
"EU_28","GrainsCrops-c","OthServices-a",5.6535517E+3
"EU_28","GrainsCrops-c","hhd",9.4239186E+4
"EU_28","GrainsCrops-c","gov",6.9075955E+2
"EU_28","GrainsCrops-c","inv",3.4346892E+3
"EU_28","MeatLstk-c","Agriculture-a",9.7530657E+4
"EU_28","MeatLstk-c","Extraction-a",3.6952654E+2
"EU_28","MeatLstk-c","ProcFood-a",8.5761095E+4
"EU_28","MeatLstk-c","TextWapp-a",7.8238062E+2
"EU_28","MeatLstk-c","LightMnfc-a",1.3884824E+3
"EU_28","MeatLstk-c","HeavyMnfc-a",3.5532895E+3
"EU_28","MeatLstk-c","Util_Cons-a",2.3689891E+2
"EU_28","MeatLstk-c","TransComm-a",2.7856853E+4
"EU_28","MeatLstk-c","OthServices-a",1.3319128E+4
"EU_28","MeatLstk-c","hhd",2.1406981E+5
"EU_28","MeatLstk-c","gov",5.7104256E+2
"EU_28","MeatLstk-c","inv",2.6363585E+3
"EU_28","Extraction-c","Agriculture-a",4.5495846E+3
"EU_28","Extraction-c","Extraction-a",2.4236804E+4
"EU_28","Extraction-c","ProcFood-a",1.4699012E+4
"EU_28","Extraction-c","TextWapp-a",1.8079312E+3
"EU_28","Extraction-c","LightMnfc-a",3.8524036E+4
"EU_28","Extraction-c","HeavyMnfc-a",5.1798661E+5
"EU_28","Extraction-c","Util_Cons-a",1.0434528E+5
"EU_28","Extraction-c","TransComm-a",2.2759962E+4
"EU_28","Extraction-c","OthServices-a",1.3780188E+4
"EU_28","Extraction-c","hhd",4.7220612E+4
"EU_28","Extraction-c","gov",1.0171049E+3
"EU_28","Extraction-c","inv",3.0796167E+3
"EU_28","ProcFood-c","Agriculture-a",7.6731281E+4
"EU_28","ProcFood-c","Extraction-a",1.0479732E+3
"EU_28","ProcFood-c","ProcFood-a",2.6397757E+5
"EU_28","ProcFood-c","TextWapp-a",1.6218949E+3
"EU_28","ProcFood-c","LightMnfc-a",5.2450297E+3
"EU_28","ProcFood-c","HeavyMnfc-a",2.9695690E+4
"EU_28","ProcFood-c","Util_Cons-a",2.6366786E+3
"EU_28","ProcFood-c","TransComm-a",1.6704893E+5
"EU_28","ProcFood-c","OthServices-a",4.9570038E+4
"EU_28","ProcFood-c","hhd",6.2600916E+5
"EU_28","ProcFood-c","gov",1.0889670E+3
"EU_28","ProcFood-c","inv",1.9584465E+2
"EU_28","TextWapp-c","Agriculture-a",1.1078482E+3
"EU_28","TextWapp-c","Extraction-a",9.1209945E+2
"EU_28","TextWapp-c","ProcFood-a",2.4557040E+3
"EU_28","TextWapp-c","TextWapp-a",9.9308520E+4
"EU_28","TextWapp-c","LightMnfc-a",2.6992135E+4
"EU_28","TextWapp-c","HeavyMnfc-a",2.0917030E+4
"EU_28","TextWapp-c","Util_Cons-a",5.7200408E+3
"EU_28","TextWapp-c","TransComm-a",1.6688773E+4
"EU_28","TextWapp-c","OthServices-a",2.2519023E+4
"EU_28","TextWapp-c","hhd",2.6019088E+5
"EU_28","TextWapp-c","gov",3.3779499E+2
"EU_28","TextWapp-c","inv",2.4702441E+3
"EU_28","LightMnfc-c","Agriculture-a",1.2852764E+4
"EU_28","LightMnfc-c","Extraction-a",9.0356864E+3
"EU_28","LightMnfc-c","ProcFood-a",4.4116744E+4
"EU_28","LightMnfc-c","TextWapp-a",1.5085767E+4
"EU_28","LightMnfc-c","LightMnfc-a",8.6760129E+5
"EU_28","LightMnfc-c","HeavyMnfc-a",2.9906171E+5
"EU_28","LightMnfc-c","Util_Cons-a",1.7385594E+5
"EU_28","LightMnfc-c","TransComm-a",2.6562616E+5
"EU_28","LightMnfc-c","OthServices-a",2.4817103E+5
"EU_28","LightMnfc-c","hhd",5.9306103E+5
"EU_28","LightMnfc-c","gov",1.3029754E+4
"EU_28","LightMnfc-c","inv",4.6503724E+5
"EU_28","HeavyMnfc-c","Agriculture-a",5.0684107E+4
"EU_28","HeavyMnfc-c","Extraction-a",2.7898237E+4
"EU_28","HeavyMnfc-c","ProcFood-a",6.4384907E+4
"EU_28","HeavyMnfc-c","TextWapp-a",3.4189284E+4
"EU_28","HeavyMnfc-c","LightMnfc-a",6.5104636E+5
"EU_28","HeavyMnfc-c","HeavyMnfc-a",1.8625507E+6
"EU_28","HeavyMnfc-c","Util_Cons-a",4.7432431E+5
"EU_28","HeavyMnfc-c","TransComm-a",4.9579387E+5
"EU_28","HeavyMnfc-c","OthServices-a",4.2677659E+5
"EU_28","HeavyMnfc-c","hhd",5.5987098E+5
"EU_28","HeavyMnfc-c","gov",9.6963613E+4
"EU_28","HeavyMnfc-c","inv",5.7829059E+5
"EU_28","Util_Cons-c","Agriculture-a",1.6647449E+4
"EU_28","Util_Cons-c","Extraction-a",1.1905919E+4
"EU_28","Util_Cons-c","ProcFood-a",2.8363508E+4
"EU_28","Util_Cons-c","TextWapp-a",6.4234496E+3
"EU_28","Util_Cons-c","LightMnfc-a",7.2711300E+4
"EU_28","Util_Cons-c","HeavyMnfc-a",1.7720652E+5
"EU_28","Util_Cons-c","Util_Cons-a",5.8726726E+5
"EU_28","Util_Cons-c","TransComm-a",2.3483804E+5
"EU_28","Util_Cons-c","OthServices-a",4.4280512E+5
"EU_28","Util_Cons-c","hhd",2.9160870E+5
"EU_28","Util_Cons-c","gov",3.0592330E+4
"EU_28","Util_Cons-c","inv",1.5128271E+6
"EU_28","TransComm-c","Agriculture-a",6.7842900E+4
"EU_28","TransComm-c","Extraction-a",2.6653443E+4
"EU_28","TransComm-c","ProcFood-a",1.7186152E+5
"EU_28","TransComm-c","TextWapp-a",4.4089809E+4
"EU_28","TransComm-c","LightMnfc-a",3.3256107E+5
"EU_28","TransComm-c","HeavyMnfc-a",5.1117193E+5
"EU_28","TransComm-c","Util_Cons-a",2.6822165E+5
"EU_28","TransComm-c","TransComm-a",1.6451568E+6
"EU_28","TransComm-c","OthServices-a",9.7220842E+5
"EU_28","TransComm-c","hhd",3.4014710E+6
"EU_28","TransComm-c","gov",1.8922442E+5
"EU_28","TransComm-c","inv",5.2987007E+5
"EU_28","OthServices-c","Agriculture-a",4.7787845E+4
"EU_28","OthServices-c","Extraction-a",2.3866994E+4
"EU_28","OthServices-c","ProcFood-a",1.2350468E+5
"EU_28","OthServices-c","TextWapp-a",3.3202685E+4
"EU_28","OthServices-c","LightMnfc-a",2.9858727E+5
"EU_28","OthServices-c","HeavyMnfc-a",4.6173461E+5
"EU_28","OthServices-c","Util_Cons-a",3.8010728E+5
"EU_28","OthServices-c","TransComm-a",1.4195515E+6
"EU_28","OthServices-c","OthServices-a",2.3302344E+6
"EU_28","OthServices-c","hhd",3.5037389E+6
"EU_28","OthServices-c","gov",3.6276093E+6
"EU_28","OthServices-c","inv",3.6726208E+5
"EU_28","Land","Agriculture-a",6.6483065E+4
"EU_28","Capital","Agriculture-a",8.8189542E+4
"EU_28","Capital","Extraction-a",7.3681330E+4
"EU_28","Capital","ProcFood-a",1.5833337E+5
"EU_28","Capital","TextWapp-a",4.0550054E+4
"EU_28","Capital","LightMnfc-a",3.6610245E+5
"EU_28","Capital","HeavyMnfc-a",6.3932367E+5
"EU_28","Capital","Util_Cons-a",6.6808260E+5
"EU_28","Capital","TransComm-a",1.8773302E+6
"EU_28","Capital","OthServices-a",3.7258832E+6
"EU_28","unSkLab","Agriculture-a",8.8342118E+4
"EU_28","unSkLab","Extraction-a",1.3923163E+4
"EU_28","unSkLab","ProcFood-a",5.0432335E+4
"EU_28","unSkLab","TextWapp-a",1.9808510E+4
"EU_28","unSkLab","LightMnfc-a",1.6984811E+5
"EU_28","unSkLab","HeavyMnfc-a",2.3909119E+5
"EU_28","unSkLab","Util_Cons-a",2.8837398E+5
"EU_28","unSkLab","TransComm-a",5.7194833E+5
"EU_28","unSkLab","OthServices-a",7.8487930E+5
"EU_28","SkLab","Agriculture-a",3.6458352E+4
"EU_28","SkLab","Extraction-a",1.0082359E+4
"EU_28","SkLab","ProcFood-a",5.6424808E+4
"EU_28","SkLab","TextWapp-a",2.0247444E+4
"EU_28","SkLab","LightMnfc-a",1.8547530E+5
"EU_28","SkLab","HeavyMnfc-a",2.6201675E+5
"EU_28","SkLab","Util_Cons-a",1.5152337E+5
"EU_28","SkLab","TransComm-a",6.6896218E+5
"EU_28","SkLab","OthServices-a",1.7796043E+6
"EU_28","NatRes","Extraction-a",3.8918598E+4
"EU_28","itax","Agriculture-a",1.7072149E+3
"EU_28","itax","Extraction-a",4.0215692E+3
"EU_28","itax","ProcFood-a",1.1749705E+4
"EU_28","itax","TextWapp-a",3.3906676E+3
"EU_28","itax","LightMnfc-a",2.6136667E+4
"EU_28","itax","HeavyMnfc-a",1.0023397E+5
"EU_28","itax","Util_Cons-a",4.1786851E+4
"EU_28","itax","TransComm-a",2.5709581E+5
"EU_28","itax","OthServices-a",2.7859523E+5
"EU_28","itax","hhd",1.2237732E+6
"EU_28","itax","gov",1.8028880E+4
"EU_28","itax","inv",2.3331297E+5
"EU_28","mtax","Agriculture-a",4.7859162E+3
"EU_28","mtax","Extraction-a",1.7784786E+2
"EU_28","mtax","ProcFood-a",4.9578937E+3
"EU_28","mtax","TextWapp-a",8.6704318E+3
"EU_28","mtax","LightMnfc-a",8.4775274E+3
"EU_28","mtax","HeavyMnfc-a",1.3475680E+4
"EU_28","vtax","Agriculture-a",-2.677661E+4
"EU_28","vtax","Extraction-a",1.5307313E+4
"EU_28","vtax","ProcFood-a",6.0255770E+4
"EU_28","vtax","TextWapp-a",2.1628767E+4
"EU_28","vtax","LightMnfc-a",1.9529368E+5
"EU_28","vtax","HeavyMnfc-a",2.7751163E+5
"EU_28","vtax","Util_Cons-a",2.4415650E+5
"EU_28","vtax","TransComm-a",6.8809493E+5
"EU_28","vtax","OthServices-a",1.4403789E+6
"EU_28","RoW","Agriculture-a",2.2962073E+5
"EU_28","RoW","Extraction-a",5.8892374E+5
"EU_28","RoW","ProcFood-a",3.3581391E+5
"EU_28","RoW","TextWapp-a",2.8856631E+5
"EU_28","RoW","LightMnfc-a",1.2827611E+6
"EU_28","RoW","HeavyMnfc-a",2.7568337E+6
"EU_28","RoW","Util_Cons-a",9.6000455E+4
"EU_28","RoW","TransComm-a",6.4053613E+5
"EU_28","RoW","OthServices-a",8.4115969E+5
"MENA","GrainsCrops-c","Agriculture-a",3.5966029E+4
"MENA","GrainsCrops-c","Extraction-a",1.7689614E+3
"MENA","GrainsCrops-c","ProcFood-a",6.8877807E+4
"MENA","GrainsCrops-c","TextWapp-a",4.5287197E+3
"MENA","GrainsCrops-c","LightMnfc-a",8.2864597E+2
"MENA","GrainsCrops-c","HeavyMnfc-a",6.5415146E+2
"MENA","GrainsCrops-c","Util_Cons-a",5.2545676E+2
"MENA","GrainsCrops-c","TransComm-a",4.2031183E+3
"MENA","GrainsCrops-c","OthServices-a",4.8812249E+3
"MENA","GrainsCrops-c","hhd",1.3235597E+5
"MENA","GrainsCrops-c","gov",1.5068107E+3
"MENA","GrainsCrops-c","inv",7.4386680E+3
"MENA","MeatLstk-c","Agriculture-a",3.2523558E+4
"MENA","MeatLstk-c","Extraction-a",1.8308938E+2
"MENA","MeatLstk-c","ProcFood-a",2.9951057E+4
"MENA","MeatLstk-c","TextWapp-a",2.1697536E+3
"MENA","MeatLstk-c","LightMnfc-a",1.0634359E+3
"MENA","MeatLstk-c","HeavyMnfc-a",4.5025085E+2
"MENA","MeatLstk-c","Util_Cons-a",1.8557112E+2
"MENA","MeatLstk-c","TransComm-a",7.6584118E+3
"MENA","MeatLstk-c","OthServices-a",3.4241386E+3
"MENA","MeatLstk-c","hhd",6.4450272E+4
"MENA","MeatLstk-c","gov",6.5483810E+2
"MENA","MeatLstk-c","inv",5.2732142E+3
"MENA","Extraction-c","Agriculture-a",9.4103693E+2
"MENA","Extraction-c","Extraction-a",7.7650373E+3
"MENA","Extraction-c","ProcFood-a",3.6685873E+3
"MENA","Extraction-c","TextWapp-a",5.8576586E+2
"MENA","Extraction-c","LightMnfc-a",6.6332593E+3
"MENA","Extraction-c","HeavyMnfc-a",3.1966919E+5
"MENA","Extraction-c","Util_Cons-a",9.6764896E+4
"MENA","Extraction-c","TransComm-a",3.3514993E+3
"MENA","Extraction-c","OthServices-a",1.7623637E+3
"MENA","Extraction-c","hhd",1.9058156E+4
"MENA","Extraction-c","gov",5.7715982E+2
"MENA","Extraction-c","inv",2.5223408E+3
"MENA","ProcFood-c","Agriculture-a",1.2596795E+4
"MENA","ProcFood-c","Extraction-a",9.2984172E+2
"MENA","ProcFood-c","ProcFood-a",5.8241125E+4
"MENA","ProcFood-c","TextWapp-a",5.7770704E+2
"MENA","ProcFood-c","LightMnfc-a",6.1935389E+2
"MENA","ProcFood-c","HeavyMnfc-a",1.1725358E+3
"MENA","ProcFood-c","Util_Cons-a",7.0915254E+2
"MENA","ProcFood-c","TransComm-a",3.1063021E+4
"MENA","ProcFood-c","OthServices-a",1.3436164E+4
"MENA","ProcFood-c","hhd",2.5166018E+5
"MENA","ProcFood-c","gov",1.9833882E+3
"MENA","ProcFood-c","inv",8.1487274E+3
"MENA","TextWapp-c","Agriculture-a",1.6506818E+3
"MENA","TextWapp-c","Extraction-a",4.3764045E+2
"MENA","TextWapp-c","ProcFood-a",1.3660460E+3
"MENA","TextWapp-c","TextWapp-a",5.7439130E+4
"MENA","TextWapp-c","LightMnfc-a",3.2046533E+3
"MENA","TextWapp-c","HeavyMnfc-a",3.3335794E+3
"MENA","TextWapp-c","Util_Cons-a",1.8367893E+3
"MENA","TextWapp-c","TransComm-a",6.9086064E+3
"MENA","TextWapp-c","OthServices-a",1.3910651E+4
"MENA","TextWapp-c","hhd",1.0206986E+5
"MENA","TextWapp-c","gov",2.8012648E+3
"MENA","TextWapp-c","inv",1.3304834E+3
"MENA","LightMnfc-c","Agriculture-a",2.1805342E+3
"MENA","LightMnfc-c","Extraction-a",5.0922926E+3
"MENA","LightMnfc-c","ProcFood-a",8.8928332E+3
"MENA","LightMnfc-c","TextWapp-a",5.2453314E+3
"MENA","LightMnfc-c","LightMnfc-a",7.9516370E+4
"MENA","LightMnfc-c","HeavyMnfc-a",2.1585634E+4
"MENA","LightMnfc-c","Util_Cons-a",7.6372609E+4
"MENA","LightMnfc-c","TransComm-a",4.1835867E+4
"MENA","LightMnfc-c","OthServices-a",3.4048313E+4
"MENA","LightMnfc-c","hhd",1.6064185E+5
"MENA","LightMnfc-c","gov",6.9393000E+4
"MENA","LightMnfc-c","inv",9.4387018E+4
"MENA","HeavyMnfc-c","Agriculture-a",1.8895252E+4
"MENA","HeavyMnfc-c","Extraction-a",1.0663334E+5
"MENA","HeavyMnfc-c","ProcFood-a",1.3286192E+4
"MENA","HeavyMnfc-c","TextWapp-a",1.3254782E+4
"MENA","HeavyMnfc-c","LightMnfc-a",8.6636118E+4
"MENA","HeavyMnfc-c","HeavyMnfc-a",2.7119090E+5
"MENA","HeavyMnfc-c","Util_Cons-a",2.8126052E+5
"MENA","HeavyMnfc-c","TransComm-a",1.2443090E+5
"MENA","HeavyMnfc-c","OthServices-a",5.6403513E+4
"MENA","HeavyMnfc-c","hhd",2.5071923E+5
"MENA","HeavyMnfc-c","gov",4.5898659E+4
"MENA","HeavyMnfc-c","inv",1.5652903E+5
"MENA","Util_Cons-c","Agriculture-a",9.8984965E+3
