Region,RowLabel,ColLabel,Value
"SEAsia","Util_Cons-c","HeavyMnfc-a",3.0308873E+4
"SEAsia","Util_Cons-c","Util_Cons-a",5.8946889E+4
"SEAsia","Util_Cons-c","TransComm-a",2.0046544E+4
"SEAsia","Util_Cons-c","OthServices-a",4.2857272E+4
"SEAsia","Util_Cons-c","hhd",3.9694999E+4
"SEAsia","Util_Cons-c","gov",3.4832477E+3
"SEAsia","Util_Cons-c","inv",3.7975995E+5
"SEAsia","TransComm-c","Agriculture-a",1.7839242E+4
"SEAsia","TransComm-c","Extraction-a",1.5865445E+4
"SEAsia","TransComm-c","ProcFood-a",3.9241341E+4
"SEAsia","TransComm-c","TextWapp-a",1.0585641E+4
"SEAsia","TransComm-c","LightMnfc-a",5.4627366E+4
"SEAsia","TransComm-c","HeavyMnfc-a",1.2508277E+5
"SEAsia","TransComm-c","Util_Cons-a",5.4627459E+4
"SEAsia","TransComm-c","TransComm-a",1.9328207E+5
"SEAsia","TransComm-c","OthServices-a",9.7417761E+4
"SEAsia","TransComm-c","hhd",3.3387175E+5
"SEAsia","TransComm-c","gov",5.3337880E+3
"SEAsia","TransComm-c","inv",6.1377821E+4
"SEAsia","OthServices-c","Agriculture-a",6.3787313E+3
"SEAsia","OthServices-c","Extraction-a",1.1023927E+4
"SEAsia","OthServices-c","ProcFood-a",5.9699124E+3
"SEAsia","OthServices-c","TextWapp-a",2.6266247E+3
"SEAsia","OthServices-c","LightMnfc-a",1.2818014E+4
"SEAsia","OthServices-c","HeavyMnfc-a",4.1361866E+4
"SEAsia","OthServices-c","Util_Cons-a",3.1770303E+4
"SEAsia","OthServices-c","TransComm-a",1.1235882E+5
"SEAsia","OthServices-c","OthServices-a",1.8280062E+5
"SEAsia","OthServices-c","hhd",3.8872587E+5
"SEAsia","OthServices-c","gov",2.8233264E+5
"SEAsia","OthServices-c","inv",1.1240835E+4
"SEAsia","Land","Agriculture-a",7.8676560E+4
"SEAsia","Capital","Agriculture-a",2.4481970E+4
"SEAsia","Capital","Extraction-a",1.1514374E+5
"SEAsia","Capital","ProcFood-a",5.1641948E+4
"SEAsia","Capital","TextWapp-a",2.0094471E+4
"SEAsia","Capital","LightMnfc-a",7.1764860E+4
"SEAsia","Capital","HeavyMnfc-a",1.7833086E+5
"SEAsia","Capital","Util_Cons-a",9.3005290E+4
"SEAsia","Capital","TransComm-a",2.9871366E+5
"SEAsia","Capital","OthServices-a",3.5070128E+5
"SEAsia","unSkLab","Agriculture-a",7.2295289E+4
"SEAsia","unSkLab","Extraction-a",3.1304729E+4
"SEAsia","unSkLab","ProcFood-a",2.7542507E+4
"SEAsia","unSkLab","TextWapp-a",1.1844613E+4
"SEAsia","unSkLab","LightMnfc-a",3.7297156E+4
"SEAsia","unSkLab","HeavyMnfc-a",6.4926315E+4
"SEAsia","unSkLab","Util_Cons-a",7.4894867E+4
"SEAsia","unSkLab","TransComm-a",1.4883986E+5
"SEAsia","unSkLab","OthServices-a",8.9419010E+4
"SEAsia","SkLab","Agriculture-a",5.5935050E+3
"SEAsia","SkLab","Extraction-a",9.8085604E+3
"SEAsia","SkLab","ProcFood-a",9.0215612E+3
"SEAsia","SkLab","TextWapp-a",4.2732595E+3
"SEAsia","SkLab","LightMnfc-a",1.6161188E+4
"SEAsia","SkLab","HeavyMnfc-a",3.2931685E+4
"SEAsia","SkLab","Util_Cons-a",2.9507841E+4
"SEAsia","SkLab","TransComm-a",6.6272308E+4
"SEAsia","SkLab","OthServices-a",2.0398450E+5
"SEAsia","NatRes","Extraction-a",5.9017108E+4
"SEAsia","itax","Agriculture-a",4.6131442E+2
"SEAsia","itax","Extraction-a",9.2386156E+2
"SEAsia","itax","ProcFood-a",3.7393142E+3
"SEAsia","itax","TextWapp-a",1.7223500E+3
"SEAsia","itax","LightMnfc-a",8.2291416E+3
"SEAsia","itax","HeavyMnfc-a",1.0482128E+4
"SEAsia","itax","Util_Cons-a",6.7102915E+3
"SEAsia","itax","TransComm-a",7.7587290E+3
"SEAsia","itax","OthServices-a",6.8192777E+3
"SEAsia","itax","hhd",7.9057933E+4
"SEAsia","itax","gov",7.0911417E+2
"SEAsia","itax","inv",1.6897699E+4
"SEAsia","mtax","Agriculture-a",3.0769408E+3
"SEAsia","mtax","Extraction-a",2.7265194E+2
"SEAsia","mtax","ProcFood-a",4.4103796E+3
"SEAsia","mtax","TextWapp-a",3.0632728E+3
"SEAsia","mtax","LightMnfc-a",6.8767741E+3
"SEAsia","mtax","HeavyMnfc-a",9.6037236E+3
"SEAsia","mtax","Util_Cons-a",2.494570067
"SEAsia","vtax","Agriculture-a",2.2992264E+3
"SEAsia","vtax","Extraction-a",3.0068864E+3
"SEAsia","vtax","ProcFood-a",1.2933399E+3
"SEAsia","vtax","TextWapp-a",4.3685884E+2
"SEAsia","vtax","LightMnfc-a",1.9210702E+3
"SEAsia","vtax","HeavyMnfc-a",5.4554132E+3
"SEAsia","vtax","Util_Cons-a",3.4177226E+3
"SEAsia","vtax","TransComm-a",9.9008369E+3
"SEAsia","vtax","OthServices-a",1.1952269E+4
"SEAsia","RoW","Agriculture-a",4.3356236E+4
"SEAsia","RoW","Extraction-a",1.1368228E+5
"SEAsia","RoW","ProcFood-a",5.8010739E+4
"SEAsia","RoW","TextWapp-a",5.6752542E+4
"SEAsia","RoW","LightMnfc-a",1.7126494E+5
"SEAsia","RoW","HeavyMnfc-a",7.3128743E+5
"SEAsia","RoW","Util_Cons-a",5.2164566E+3
"SEAsia","RoW","TransComm-a",9.6915896E+4
"SEAsia","RoW","OthServices-a",1.1398643E+5
"SouthAsia","GrainsCrops-c","Agriculture-a",1.0361753E+5
"SouthAsia","GrainsCrops-c","Extraction-a",50.003551538
"SouthAsia","GrainsCrops-c","ProcFood-a",7.0186444E+4
"SouthAsia","GrainsCrops-c","TextWapp-a",2.4703325E+4
"SouthAsia","GrainsCrops-c","LightMnfc-a",8.7070133E+2
"SouthAsia","GrainsCrops-c","HeavyMnfc-a",3.8750766E+3
"SouthAsia","GrainsCrops-c","Util_Cons-a",1.1963440E+3
"SouthAsia","GrainsCrops-c","TransComm-a",1.7196331E+4
"SouthAsia","GrainsCrops-c","OthServices-a",1.2148243E+3
"SouthAsia","GrainsCrops-c","hhd",1.6604374E+5
"SouthAsia","GrainsCrops-c","gov",3.0634565E+3
"SouthAsia","GrainsCrops-c","inv",5.3155042E+2
"SouthAsia","MeatLstk-c","Agriculture-a",2.2507205E+4
"SouthAsia","MeatLstk-c","Extraction-a",63.394530850
"SouthAsia","MeatLstk-c","ProcFood-a",1.6400401E+4
"SouthAsia","MeatLstk-c","TextWapp-a",2.7029863E+3
"SouthAsia","MeatLstk-c","LightMnfc-a",2.0108508E+3
"SouthAsia","MeatLstk-c","HeavyMnfc-a",9.7009785E+2
"SouthAsia","MeatLstk-c","Util_Cons-a",97.054676478
"SouthAsia","MeatLstk-c","TransComm-a",1.1996405E+4
"SouthAsia","MeatLstk-c","OthServices-a",2.8690193E+2
"SouthAsia","MeatLstk-c","hhd",8.0300510E+4
"SouthAsia","MeatLstk-c","gov",7.6186986E+2
"SouthAsia","MeatLstk-c","inv",7.4488071E+2
"SouthAsia","Extraction-c","Agriculture-a",9.1018587E+2
"SouthAsia","Extraction-c","Extraction-a",7.5037352E+3
"SouthAsia","Extraction-c","ProcFood-a",4.8204024E+3
"SouthAsia","Extraction-c","TextWapp-a",3.7943618E+2
"SouthAsia","Extraction-c","LightMnfc-a",2.2378629E+4
"SouthAsia","Extraction-c","HeavyMnfc-a",2.0481369E+5
"SouthAsia","Extraction-c","Util_Cons-a",7.0852472E+4
"SouthAsia","Extraction-c","TransComm-a",8.1011752E+3
"SouthAsia","Extraction-c","OthServices-a",3.7492682E+2
"SouthAsia","Extraction-c","hhd",4.8606230E+4
"SouthAsia","Extraction-c","inv",1.2847509E+3
"SouthAsia","ProcFood-c","Agriculture-a",3.4097497E+3
"SouthAsia","ProcFood-c","Extraction-a",5.6862635E+2
"SouthAsia","ProcFood-c","ProcFood-a",2.9245410E+4
"SouthAsia","ProcFood-c","TextWapp-a",6.0169757E+2
"SouthAsia","ProcFood-c","LightMnfc-a",5.4256873E+2
"SouthAsia","ProcFood-c","HeavyMnfc-a",3.0542488E+3
"SouthAsia","ProcFood-c","Util_Cons-a",1.4559813E+2
"SouthAsia","ProcFood-c","TransComm-a",1.3910010E+4
"SouthAsia","ProcFood-c","OthServices-a",6.4121382E+2
"SouthAsia","ProcFood-c","hhd",1.9989294E+5
"SouthAsia","ProcFood-c","gov",8.8065006E+2
"SouthAsia","ProcFood-c","inv",3.2404785E+2
"SouthAsia","TextWapp-c","Agriculture-a",1.2156518E+3
"SouthAsia","TextWapp-c","Extraction-a",1.1013583E+3
"SouthAsia","TextWapp-c","ProcFood-a",5.3159489E+2
"SouthAsia","TextWapp-c","TextWapp-a",5.0924281E+4
"SouthAsia","TextWapp-c","LightMnfc-a",3.1551111E+3
"SouthAsia","TextWapp-c","HeavyMnfc-a",3.1916593E+3
"SouthAsia","TextWapp-c","Util_Cons-a",2.9682769E+3
"SouthAsia","TextWapp-c","TransComm-a",9.1792647E+3
"SouthAsia","TextWapp-c","OthServices-a",3.8011570E+3
"SouthAsia","TextWapp-c","hhd",9.5847387E+4
"SouthAsia","TextWapp-c","gov",3.0488182E+3
"SouthAsia","TextWapp-c","inv",2.1155014E+3
"SouthAsia","LightMnfc-c","Agriculture-a",1.0145177E+3
"SouthAsia","LightMnfc-c","Extraction-a",2.8514525E+3
"SouthAsia","LightMnfc-c","ProcFood-a",4.1483426E+3
"SouthAsia","LightMnfc-c","TextWapp-a",4.0458250E+3
"SouthAsia","LightMnfc-c","LightMnfc-a",7.7593952E+4
"SouthAsia","LightMnfc-c","HeavyMnfc-a",2.5802914E+4
"SouthAsia","LightMnfc-c","Util_Cons-a",4.0188969E+4
"SouthAsia","LightMnfc-c","TransComm-a",3.4448664E+4
"SouthAsia","LightMnfc-c","OthServices-a",1.1662122E+4
"SouthAsia","LightMnfc-c","hhd",5.5783789E+4
"SouthAsia","LightMnfc-c","gov",4.0454329E+3
"SouthAsia","LightMnfc-c","inv",1.1434455E+5
"SouthAsia","HeavyMnfc-c","Agriculture-a",2.6931522E+4
"SouthAsia","HeavyMnfc-c","Extraction-a",1.1305215E+4
"SouthAsia","HeavyMnfc-c","ProcFood-a",6.2338087E+3
"SouthAsia","HeavyMnfc-c","TextWapp-a",1.8864492E+4
"SouthAsia","HeavyMnfc-c","LightMnfc-a",1.0209231E+5
"SouthAsia","HeavyMnfc-c","HeavyMnfc-a",2.9891380E+5
"SouthAsia","HeavyMnfc-c","Util_Cons-a",1.3430571E+5
"SouthAsia","HeavyMnfc-c","TransComm-a",1.2226737E+5
"SouthAsia","HeavyMnfc-c","OthServices-a",2.7709825E+4
"SouthAsia","HeavyMnfc-c","hhd",1.2412526E+5
"SouthAsia","HeavyMnfc-c","gov",6.6048349E+3
"SouthAsia","HeavyMnfc-c","inv",1.6032343E+5
"SouthAsia","Util_Cons-c","Agriculture-a",3.8307436E+4
"SouthAsia","Util_Cons-c","Extraction-a",5.5645014E+3
"SouthAsia","Util_Cons-c","ProcFood-a",6.3682094E+3
"SouthAsia","Util_Cons-c","TextWapp-a",1.2839408E+4
"SouthAsia","Util_Cons-c","LightMnfc-a",1.6951299E+4
"SouthAsia","Util_Cons-c","HeavyMnfc-a",6.4618514E+4
"SouthAsia","Util_Cons-c","Util_Cons-a",9.9641487E+4
"SouthAsia","Util_Cons-c","TransComm-a",3.9117153E+4
"SouthAsia","Util_Cons-c","OthServices-a",2.7927895E+4
"SouthAsia","Util_Cons-c","hhd",7.7706129E+4
"SouthAsia","Util_Cons-c","gov",1.3583359E+4
"SouthAsia","Util_Cons-c","inv",3.8578310E+5
"SouthAsia","TransComm-c","Agriculture-a",4.2803725E+4
"SouthAsia","TransComm-c","Extraction-a",1.3028109E+4
"SouthAsia","TransComm-c","ProcFood-a",4.5115170E+4
"SouthAsia","TransComm-c","TextWapp-a",4.1478609E+4
"SouthAsia","TransComm-c","LightMnfc-a",4.6628383E+4
"SouthAsia","TransComm-c","HeavyMnfc-a",8.1510457E+4
"SouthAsia","TransComm-c","Util_Cons-a",9.5138189E+4
"SouthAsia","TransComm-c","TransComm-a",1.2525445E+5
"SouthAsia","TransComm-c","OthServices-a",3.9849117E+4
"SouthAsia","TransComm-c","hhd",4.3809100E+5
"SouthAsia","TransComm-c","gov",2.5943280E+4
"SouthAsia","TransComm-c","inv",8.0262940E+4
"SouthAsia","OthServices-c","Agriculture-a",4.7788351E+3
"SouthAsia","OthServices-c","Extraction-a",4.5494689E+3
"SouthAsia","OthServices-c","ProcFood-a",8.8009923E+3
"SouthAsia","OthServices-c","TextWapp-a",1.2131563E+4
"SouthAsia","OthServices-c","LightMnfc-a",2.0201913E+4
"SouthAsia","OthServices-c","HeavyMnfc-a",2.8488328E+4
"SouthAsia","OthServices-c","Util_Cons-a",3.5304314E+4
"SouthAsia","OthServices-c","TransComm-a",6.2072668E+4
"SouthAsia","OthServices-c","OthServices-a",4.7407686E+4
"SouthAsia","OthServices-c","hhd",3.3296649E+5
"SouthAsia","OthServices-c","gov",2.2265694E+5
"SouthAsia","OthServices-c","inv",4.2141768E+3
"SouthAsia","Land","Agriculture-a",1.2864953E+5
"SouthAsia","Capital","Agriculture-a",6.2867288E+4
"SouthAsia","Capital","Extraction-a",5.1731493E+4
"SouthAsia","Capital","ProcFood-a",3.0790825E+4
"SouthAsia","Capital","TextWapp-a",3.3086294E+4
"SouthAsia","Capital","LightMnfc-a",3.8997380E+4
"SouthAsia","Capital","HeavyMnfc-a",1.0056212E+5
"SouthAsia","Capital","Util_Cons-a",7.5645018E+4
"SouthAsia","Capital","TransComm-a",3.6836063E+5
"SouthAsia","Capital","OthServices-a",3.2712556E+5
"SouthAsia","unSkLab","Agriculture-a",1.2181564E+5
"SouthAsia","unSkLab","Extraction-a",3.5248539E+4
"SouthAsia","unSkLab","ProcFood-a",1.8891748E+4
"SouthAsia","unSkLab","TextWapp-a",2.6552712E+4
"SouthAsia","unSkLab","LightMnfc-a",3.9540943E+4
"SouthAsia","unSkLab","HeavyMnfc-a",3.9660245E+4
"SouthAsia","unSkLab","Util_Cons-a",1.1966010E+5
"SouthAsia","unSkLab","TransComm-a",1.9415932E+5
"SouthAsia","unSkLab","OthServices-a",5.4393809E+4
"SouthAsia","SkLab","Agriculture-a",3.3647999E+3
"SouthAsia","SkLab","Extraction-a",1.1892597E+3
"SouthAsia","SkLab","ProcFood-a",4.0044110E+3
"SouthAsia","SkLab","TextWapp-a",6.5156821E+3
"SouthAsia","SkLab","LightMnfc-a",7.3437411E+3
"SouthAsia","SkLab","HeavyMnfc-a",7.5980176E+3
"SouthAsia","SkLab","Util_Cons-a",9.9399592E+4
"SouthAsia","SkLab","TransComm-a",8.9462049E+4
"SouthAsia","SkLab","OthServices-a",2.8999803E+5
"SouthAsia","NatRes","Extraction-a",3.0363058E+4
"SouthAsia","itax","Agriculture-a",-1.987679E+4
"SouthAsia","itax","Extraction-a",1.2919425E+3
"SouthAsia","itax","ProcFood-a",-4.084650E+3
"SouthAsia","itax","TextWapp-a",-5.978698E+2
"SouthAsia","itax","LightMnfc-a",6.8878633E+3
"SouthAsia","itax","HeavyMnfc-a",1.3351518E+4
"SouthAsia","itax","Util_Cons-a",1.3671390E+4
"SouthAsia","itax","TransComm-a",1.8381056E+4
"SouthAsia","itax","OthServices-a",2.8965931E+3
"SouthAsia","itax","hhd",4.7527043E+4
"SouthAsia","itax","gov",5.0203378E+3
"SouthAsia","itax","inv",2.9642695E+4
"SouthAsia","mtax","Agriculture-a",2.4510110E+3
"SouthAsia","mtax","Extraction-a",4.1504467E+3
"SouthAsia","mtax","ProcFood-a",7.5188090E+3
"SouthAsia","mtax","TextWapp-a",3.3763633E+3
"SouthAsia","mtax","LightMnfc-a",6.0904059E+3
"SouthAsia","mtax","HeavyMnfc-a",1.9492333E+4
"SouthAsia","mtax","Util_Cons-a",0.274993695
"SouthAsia","vtax","Agriculture-a",2.1431872E+2
"SouthAsia","vtax","Extraction-a",1.2232791E+2
"SouthAsia","vtax","ProcFood-a",1.4690591E+2
"SouthAsia","vtax","TextWapp-a",1.1371406E+2
"SouthAsia","vtax","LightMnfc-a",80.402891627
"SouthAsia","vtax","HeavyMnfc-a",1.1841623E+2
"SouthAsia","vtax","Util_Cons-a",2.3210260E+2
"SouthAsia","vtax","TransComm-a",6.7907371E+2
"SouthAsia","vtax","OthServices-a",1.2200998E+3
"SouthAsia","RoW","Agriculture-a",1.8342226E+4
"SouthAsia","RoW","Extraction-a",2.0591941E+5
"SouthAsia","RoW","ProcFood-a",2.3420102E+4
"SouthAsia","RoW","TextWapp-a",2.3972600E+4
"SouthAsia","RoW","LightMnfc-a",5.4737700E+4
"SouthAsia","RoW","HeavyMnfc-a",2.7760070E+5
"SouthAsia","RoW","Util_Cons-a",2.1139618E+3
"SouthAsia","RoW","TransComm-a",2.3953866E+4
"SouthAsia","RoW","OthServices-a",3.6692727E+4
"NAmerica","GrainsCrops-c","Agriculture-a",4.1545459E+4
"NAmerica","GrainsCrops-c","Extraction-a",2.3305005E+2
"NAmerica","GrainsCrops-c","ProcFood-a",7.3909204E+4
"NAmerica","GrainsCrops-c","TextWapp-a",1.8328259E+3
"NAmerica","GrainsCrops-c","LightMnfc-a",1.7766556E+2
"NAmerica","GrainsCrops-c","HeavyMnfc-a",1.8593004E+3
"NAmerica","GrainsCrops-c","Util_Cons-a",3.1380565E+3
"NAmerica","GrainsCrops-c","TransComm-a",4.2659523E+3
"NAmerica","GrainsCrops-c","OthServices-a",1.2376078E+4
"NAmerica","GrainsCrops-c","hhd",6.5911159E+4
"NAmerica","GrainsCrops-c","gov",0.310399856
"NAmerica","GrainsCrops-c","inv",2.1767383E+2
"NAmerica","MeatLstk-c","Agriculture-a",1.6790215E+5
"NAmerica","MeatLstk-c","Extraction-a",7.6772563E+2
"NAmerica","MeatLstk-c","ProcFood-a",6.2323567E+4
"NAmerica","MeatLstk-c","TextWapp-a",1.9430830E+3
"NAmerica","MeatLstk-c","LightMnfc-a",3.1293467E+3
"NAmerica","MeatLstk-c","HeavyMnfc-a",1.9264117E+3
"NAmerica","MeatLstk-c","Util_Cons-a",87.608040336
"NAmerica","MeatLstk-c","TransComm-a",1.4043660E+4
"NAmerica","MeatLstk-c","OthServices-a",3.6610885E+4
"NAmerica","MeatLstk-c","hhd",2.0973934E+5
"NAmerica","MeatLstk-c","gov",3.1513095E+2
"NAmerica","MeatLstk-c","inv",1.7466382E+3
"NAmerica","Extraction-c","Agriculture-a",1.7859581E+3
"NAmerica","Extraction-c","Extraction-a",3.4592386E+4
"NAmerica","Extraction-c","ProcFood-a",7.1968263E+3
"NAmerica","Extraction-c","TextWapp-a",4.1683032E+2
"NAmerica","Extraction-c","LightMnfc-a",3.6269778E+4
"NAmerica","Extraction-c","HeavyMnfc-a",7.1901125E+5
"NAmerica","Extraction-c","Util_Cons-a",1.1154610E+5
"NAmerica","Extraction-c","TransComm-a",7.9539579E+3
"NAmerica","Extraction-c","OthServices-a",6.9492508E+3
"NAmerica","Extraction-c","hhd",1.2889303E+4
"NAmerica","Extraction-c","inv",1.5597691E+4
"NAmerica","ProcFood-c","Agriculture-a",5.7259443E+4
"NAmerica","ProcFood-c","Extraction-a",9.7666580E+2
"NAmerica","ProcFood-c","ProcFood-a",1.4880853E+5
"NAmerica","ProcFood-c","TextWapp-a",1.3576322E+2
"NAmerica","ProcFood-c","LightMnfc-a",1.8470123E+3
"NAmerica","ProcFood-c","HeavyMnfc-a",5.3227830E+3
"NAmerica","ProcFood-c","Util_Cons-a",3.9680951E+2
"NAmerica","ProcFood-c","TransComm-a",3.5081613E+4
"NAmerica","ProcFood-c","OthServices-a",1.5020832E+5
"NAmerica","ProcFood-c","hhd",6.2286254E+5
"NAmerica","ProcFood-c","gov",2.335432619
"NAmerica","ProcFood-c","inv",2.6182307E+2
"NAmerica","TextWapp-c","Agriculture-a",1.8675431E+3
"NAmerica","TextWapp-c","Extraction-a",7.0598317E+2
"NAmerica","TextWapp-c","ProcFood-a",6.6272549E+2
"NAmerica","TextWapp-c","TextWapp-a",1.0099058E+5
"NAmerica","TextWapp-c","LightMnfc-a",3.6383826E+4
"NAmerica","TextWapp-c","HeavyMnfc-a",9.4037242E+3
"NAmerica","TextWapp-c","Util_Cons-a",6.3701046E+3
"NAmerica","TextWapp-c","TransComm-a",1.4643922E+4
"NAmerica","TextWapp-c","OthServices-a",1.4346824E+4
"NAmerica","TextWapp-c","hhd",2.6745272E+5
"NAmerica","TextWapp-c","gov",69.168932372
"NAmerica","TextWapp-c","inv",5.7919197E+3
"NAmerica","LightMnfc-c","Agriculture-a",1.3414579E+4
"NAmerica","LightMnfc-c","Extraction-a",1.5980843E+4
"NAmerica","LightMnfc-c","ProcFood-a",6.2012253E+4
"NAmerica","LightMnfc-c","TextWapp-a",5.5478610E+3
"NAmerica","LightMnfc-c","LightMnfc-a",7.3584551E+5
"NAmerica","LightMnfc-c","HeavyMnfc-a",1.8256021E+5
"NAmerica","LightMnfc-c","Util_Cons-a",3.2266620E+5
"NAmerica","LightMnfc-c","TransComm-a",2.6319963E+5
"NAmerica","LightMnfc-c","OthServices-a",2.9346708E+5
"NAmerica","LightMnfc-c","hhd",7.1112011E+5
"NAmerica","LightMnfc-c","gov",1.5541878E+2
"NAmerica","LightMnfc-c","inv",6.4628325E+5
"NAmerica","HeavyMnfc-c","Agriculture-a",5.6347424E+4
"NAmerica","HeavyMnfc-c","Extraction-a",6.9949998E+4
"NAmerica","HeavyMnfc-c","ProcFood-a",5.2929038E+4
"NAmerica","HeavyMnfc-c","TextWapp-a",3.8193144E+4
"NAmerica","HeavyMnfc-c","LightMnfc-a",5.2346018E+5
"NAmerica","HeavyMnfc-c","HeavyMnfc-a",1.4641384E+6
"NAmerica","HeavyMnfc-c","Util_Cons-a",4.3355512E+5
"NAmerica","HeavyMnfc-c","TransComm-a",5.1776321E+5
"NAmerica","HeavyMnfc-c","OthServices-a",4.1367868E+5
"NAmerica","HeavyMnfc-c","hhd",8.5675194E+5
"NAmerica","HeavyMnfc-c","gov",4.3165854E+2
"NAmerica","HeavyMnfc-c","inv",8.7422534E+5
"NAmerica","Util_Cons-c","Agriculture-a",2.0124778E+4
"NAmerica","Util_Cons-c","Extraction-a",3.1490827E+4
"NAmerica","Util_Cons-c","ProcFood-a",1.9099150E+4
"NAmerica","Util_Cons-c","TextWapp-a",6.1388580E+3
"NAmerica","Util_Cons-c","LightMnfc-a",5.6266112E+4
"NAmerica","Util_Cons-c","HeavyMnfc-a",1.3009209E+5
"NAmerica","Util_Cons-c","Util_Cons-a",2.2676614E+5
"NAmerica","Util_Cons-c","TransComm-a",2.0471612E+5
"NAmerica","Util_Cons-c","OthServices-a",5.5540748E+5
"NAmerica","Util_Cons-c","hhd",3.8887885E+5
"NAmerica","Util_Cons-c","gov",2.1338483E+4
"NAmerica","Util_Cons-c","inv",1.9502248E+6
"NAmerica","TransComm-c","Agriculture-a",7.1256024E+4
"NAmerica","TransComm-c","Extraction-a",5.3899642E+4
"NAmerica","TransComm-c","ProcFood-a",1.2878135E+5
"NAmerica","TransComm-c","TextWapp-a",3.0381312E+4
"NAmerica","TransComm-c","LightMnfc-a",3.3595355E+5
"NAmerica","TransComm-c","HeavyMnfc-a",5.4088372E+5
"NAmerica","TransComm-c","Util_Cons-a",3.1757948E+5
"NAmerica","TransComm-c","TransComm-a",8.2376754E+5
"NAmerica","TransComm-c","OthServices-a",1.1831361E+6
"NAmerica","TransComm-c","hhd",2.8987407E+6
"NAmerica","TransComm-c","gov",2.7563219E+3
"NAmerica","TransComm-c","inv",4.2088200E+5
"NAmerica","OthServices-c","Agriculture-a",6.9246684E+4
"NAmerica","OthServices-c","Extraction-a",6.9473292E+4
"NAmerica","OthServices-c","ProcFood-a",8.3719734E+4
"NAmerica","OthServices-c","TextWapp-a",2.6211388E+4
"NAmerica","OthServices-c","LightMnfc-a",1.7349033E+5
"NAmerica","OthServices-c","HeavyMnfc-a",3.2257312E+5
"NAmerica","OthServices-c","Util_Cons-a",3.7708281E+5
"NAmerica","OthServices-c","TransComm-a",1.0025546E+6
"NAmerica","OthServices-c","OthServices-a",2.3611805E+6
"NAmerica","OthServices-c","hhd",7.4600064E+6
"NAmerica","OthServices-c","gov",3.0885193E+6
"NAmerica","OthServices-c","inv",1.5848558E+5
"NAmerica","Land","Agriculture-a",5.9391344E+4
"NAmerica","Capital","Agriculture-a",8.7849989E+4
"NAmerica","Capital","Extraction-a",2.1783326E+5
"NAmerica","Capital","ProcFood-a",1.6579782E+5
"NAmerica","Capital","TextWapp-a",2.3637332E+4
"NAmerica","Capital","LightMnfc-a",2.6535584E+5
"NAmerica","Capital","HeavyMnfc-a",4.5493298E+5
"NAmerica","Capital","Util_Cons-a",4.4541307E+5
"NAmerica","Capital","TransComm-a",1.0131715E+6
"NAmerica","Capital","OthServices-a",2.9667243E+6
"NAmerica","unSkLab","Agriculture-a",5.8135353E+4
"NAmerica","unSkLab","Extraction-a",4.2897652E+4
"NAmerica","unSkLab","ProcFood-a",9.3537762E+4
"NAmerica","unSkLab","TextWapp-a",4.5004717E+4
"NAmerica","unSkLab","LightMnfc-a",4.5086812E+5
"NAmerica","unSkLab","HeavyMnfc-a",5.0585133E+5
"NAmerica","unSkLab","Util_Cons-a",8.2582214E+5
"NAmerica","unSkLab","TransComm-a",1.3283033E+6
"NAmerica","unSkLab","OthServices-a",1.4360331E+6
"NAmerica","SkLab","Agriculture-a",6.2237198E+4
"NAmerica","SkLab","Extraction-a",4.3757267E+4
"NAmerica","SkLab","ProcFood-a",5.6729689E+4
"NAmerica","SkLab","TextWapp-a",2.7320485E+4
"NAmerica","SkLab","LightMnfc-a",2.8736003E+5
"NAmerica","SkLab","HeavyMnfc-a",3.1391933E+5
"NAmerica","SkLab","Util_Cons-a",3.1262316E+5
"NAmerica","SkLab","TransComm-a",1.0211551E+6
"NAmerica","SkLab","OthServices-a",4.3781454E+6
"NAmerica","NatRes","Extraction-a",1.5647427E+5
"NAmerica","itax","Agriculture-a",-5.130073E+3
"NAmerica","itax","Extraction-a",2.8153826E+3
"NAmerica","itax","ProcFood-a",3.2882123E+3
"NAmerica","itax","TextWapp-a",1.0828023E+3
"NAmerica","itax","LightMnfc-a",1.1110898E+4
"NAmerica","itax","HeavyMnfc-a",2.6758023E+4
"NAmerica","itax","Util_Cons-a",2.5124147E+4
"NAmerica","itax","TransComm-a",8.1407428E+4
"NAmerica","itax","OthServices-a",7.3968766E+4
"NAmerica","itax","hhd",4.1421844E+5
"NAmerica","itax","gov",0.007454011
"NAmerica","itax","inv",4.1357855E+4
"NAmerica","mtax","Agriculture-a",4.0936884E+2
"NAmerica","mtax","Extraction-a",26.862638400
"NAmerica","mtax","ProcFood-a",2.1303795E+3
"NAmerica","mtax","TextWapp-a",1.3366168E+4
"NAmerica","mtax","LightMnfc-a",1.1762712E+4
"NAmerica","mtax","HeavyMnfc-a",9.7841850E+3
"NAmerica","vtax","Agriculture-a",-3.667326E+3
"NAmerica","vtax","Extraction-a",2.5962087E+4
"NAmerica","vtax","ProcFood-a",2.5759601E+4
"NAmerica","vtax","TextWapp-a",1.0622792E+4
"NAmerica","vtax","LightMnfc-a",1.1085365E+5
"NAmerica","vtax","HeavyMnfc-a",1.2757062E+5
"NAmerica","vtax","Util_Cons-a",1.7397888E+5
"NAmerica","vtax","TransComm-a",3.5960705E+5
"NAmerica","vtax","OthServices-a",9.0570045E+5
"NAmerica","RoW","Agriculture-a",8.4466767E+4
"NAmerica","RoW","Extraction-a",3.2751247E+5
